torneo,fecha,partido,equipo_local,equipo_visitante,goles_local,goles_visitante,posesion_local,tiros_arco_local,intentos_local,faltas_local,tiro_esquina_local,posesion_visitante,tiros_arco_visitante,intentos_visitante,faltas_visitante,tiro_esquina_visitante,amarillas_local,amarillas_visitante,rojas_local,rojas_visitante,valor_mercado_local,altura_media_local,edad_media_local,proporcion_zurdos_local,valor_mercado_visitante,altura_media_visitante,edad_media_visitante,proporcion_zurdos_visitante,resultado,fecha_encuentro,apuesta_local,apuesta_visitante,apuesta_empate
Campeonato 2015,6,10,Def y Justicia,Racing Club,1,1,,,,,,,,,,,,,,,12.05,1.7768888888888887,25.46,0.24,29.075,1.7813513513513513,26.135135135135137,0.2972972972972973,E,2015-03-22 17:00:00,3.19,2.32,3.04
Campeonato 2015,6,11,River Plate,Godoy Cruz,1,0,,,,,,,,,,,,,,,56.25,1.7738461538461539,24.21153846153846,0.23076923076923078,21.2,1.7921568627450981,23.754716981132077,0.22641509433962265,L,2015-03-22 18:15:00,1.42,8.04,4.21
Campeonato 2015,6,12,San Martin (SJ),Boca Juniors,1,1,,,,,,,,,,,,,,,11.25,1.78,26.153846153846153,0.20512820512820512,80.925,1.7951020408163267,24.92,0.2,E,2015-03-22 21:30:00,5.16,1.69,3.52
Campeonato 2015,6,13,Nueva Chicago,San Lorenzo,0,1,,,,,,,,,,,,,,,8.15,1.796470588235294,26.142857142857142,0.22857142857142856,39.725,1.7830303030303032,26.62857142857143,0.2857142857142857,V,2015-03-23 16:00:00,4.41,1.92,3.14
Campeonato 2015,6,14,Aldosivi,Union,3,3,,,,,,,,,,,,,,,8.725,1.7903703703703704,28.1,0.23333333333333334,7.95,1.7917073170731705,23.80952380952381,0.19047619047619047,E,2015-03-23 18:10:00,2.36,3.2,2.99
Campeonato 2015,6,15,Temperley,Olimpo,0,0,,,,,,,,,,,,,,,5.3,1.8006666666666669,26.35483870967742,0.1935483870967742,12.97,1.791086956521739,25.020833333333332,0.25,E,2015-03-23 21:10:00,2.43,3.17,2.92
Campeonato 2015,7,1,Quilmes,Sarmiento (J),0,4,,,,,,,,,,,,,,,16.975,1.7925000000000002,25.244897959183675,0.1836734693877551,8.975,1.8005882352941176,26.394736842105264,0.2631578947368421,V,2015-03-27 18:00:00,2.09,3.88,2.95
Campeonato 2015,7,2,Rosario Central,Colon,1,1,,,,,,,,,,,,,,,18.35,1.7893333333333332,25.608695652173914,0.21739130434782608,12.125,1.8010256410256409,24.94871794871795,0.28205128205128205,E,2015-03-27 21:10:00,1.61,6.22,3.51
Campeonato 2015,7,3,Olimpo,Atl Rafaela,0,0,,,,,,,,,,,,,,,12.97,1.791086956521739,25.020833333333332,0.25,17.075,1.8061363636363637,24.708333333333332,0.14583333333333334,E,2015-03-28 15:00:00,2.01,3.84,3.21
Campeonato 2015,7,4,Banfield,Huracan,1,0,,,,,,,,,,,,,,,22.925,1.7864583333333333,24.416666666666668,0.14583333333333334,13.775,1.7783783783783782,27.63157894736842,0.18421052631578946,L,2015-03-28 20:00:00,1.9,4.02,3.35
